book,chapter,rouge1_precision_sshleifer/distilbart-cnn-12-6,rouge1_recall_sshleifer/distilbart-cnn-12-6,rouge1_fmeasure_sshleifer/distilbart-cnn-12-6,rouge2_precision_sshleifer/distilbart-cnn-12-6,rouge2_recall_sshleifer/distilbart-cnn-12-6,rouge2_fmeasure_sshleifer/distilbart-cnn-12-6,rougeL_precision_sshleifer/distilbart-cnn-12-6,rougeL_recall_sshleifer/distilbart-cnn-12-6,rougeL_fmeasure_sshleifer/distilbart-cnn-12-6,rouge1_precision_/content/drive/My Drive/MAGMA: Summarization/fine-tuning/sshleifer?distilbart-cnn-12-6_karger_books_para_train,rouge1_recall_/content/drive/My Drive/MAGMA: Summarization/fine-tuning/sshleifer?distilbart-cnn-12-6_karger_books_para_train,rouge1_fmeasure_/content/drive/My Drive/MAGMA: Summarization/fine-tuning/sshleifer?distilbart-cnn-12-6_karger_books_para_train,rouge2_precision_/content/drive/My Drive/MAGMA: Summarization/fine-tuning/sshleifer?distilbart-cnn-12-6_karger_books_para_train,rouge2_recall_/content/drive/My Drive/MAGMA: Summarization/fine-tuning/sshleifer?distilbart-cnn-12-6_karger_books_para_train,rouge2_fmeasure_/content/drive/My Drive/MAGMA: Summarization/fine-tuning/sshleifer?distilbart-cnn-12-6_karger_books_para_train,rougeL_precision_/content/drive/My Drive/MAGMA: Summarization/fine-tuning/sshleifer?distilbart-cnn-12-6_karger_books_para_train,rougeL_recall_/content/drive/My Drive/MAGMA: Summarization/fine-tuning/sshleifer?distilbart-cnn-12-6_karger_books_para_train,rougeL_fmeasure_/content/drive/My Drive/MAGMA: Summarization/fine-tuning/sshleifer?distilbart-cnn-12-6_karger_books_para_train
9781908541468,ch_14,0.06,0.23076923076923078,0.09523809523809523,0.0,0.0,0.0,0.04,0.15384615384615385,0.0634920634920635,0.15789473684210525,0.23076923076923078,0.18749999999999997,0.0,0.0,0.0,0.10526315789473684,0.15384615384615385,0.125
9781908541468,ch_14,0.13953488372093023,0.20689655172413793,0.16666666666666666,0.023809523809523808,0.03571428571428571,0.028571428571428567,0.09302325581395349,0.13793103448275862,0.1111111111111111,0.08333333333333333,0.06896551724137931,0.07547169811320754,0.0,0.0,0.0,0.041666666666666664,0.034482758620689655,0.03773584905660377
9781910797662,ch09,0.08771929824561403,0.3333333333333333,0.1388888888888889,0.0,0.0,0.0,0.03508771929824561,0.13333333333333333,0.05555555555555556,0.07317073170731707,0.2,0.10714285714285712,0.0,0.0,0.0,0.04878048780487805,0.13333333333333333,0.07142857142857142
9781910797662,ch09,0.08771929824561403,0.19230769230769232,0.12048192771084336,0.0,0.0,0.0,0.05263157894736842,0.11538461538461539,0.07228915662650602,0.07317073170731707,0.11538461538461539,0.08955223880597016,0.0,0.0,0.0,0.024390243902439025,0.038461538461538464,0.029850746268656723
9781910797662,ch09,0.08695652173913043,0.2857142857142857,0.13333333333333333,0.014705882352941176,0.05,0.022727272727272724,0.07246376811594203,0.23809523809523808,0.11111111111111112,0.045454545454545456,0.047619047619047616,0.046511627906976744,0.0,0.0,0.0,0.045454545454545456,0.047619047619047616,0.046511627906976744
9781910797662,ch09,0.1282051282051282,0.3125,0.1818181818181818,0.05263157894736842,0.13333333333333333,0.07547169811320754,0.1282051282051282,0.3125,0.1818181818181818,0.07894736842105263,0.1875,0.11111111111111109,0.0,0.0,0.0,0.07894736842105263,0.1875,0.11111111111111109
9781910797662,ch09,0.1951219512195122,0.38095238095238093,0.2580645161290323,0.05,0.1,0.06666666666666667,0.14634146341463414,0.2857142857142857,0.1935483870967742,0.13793103448275862,0.19047619047619047,0.16,0.0,0.0,0.0,0.10344827586206896,0.14285714285714285,0.12000000000000001
9781910797211,ch04,0.37142857142857144,0.5909090909090909,0.456140350877193,0.2647058823529412,0.42857142857142855,0.32727272727272727,0.37142857142857144,0.5909090909090909,0.456140350877193,0.23333333333333334,0.3181818181818182,0.2692307692307693,0.0,0.0,0.0,0.16666666666666666,0.22727272727272727,0.1923076923076923
9781910797211,ch04,0.55,0.5789473684210527,0.5641025641025641,0.41025641025641024,0.43243243243243246,0.42105263157894735,0.425,0.4473684210526316,0.4358974358974359,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.4864864864864865,0.4864864864864865,0.4864864864864865,0.5526315789473685,0.5526315789473685,0.5526315789473685
9781910797211,ch04,0.2222222222222222,0.23529411764705882,0.22857142857142856,0.02857142857142857,0.030303030303030304,0.029411764705882356,0.1388888888888889,0.14705882352941177,0.14285714285714288,0.2647058823529412,0.2647058823529412,0.2647058823529412,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.17647058823529413,0.17647058823529413,0.17647058823529413
